,id,created_at,username,text
159,1549820219861999619,Wed Jul 20 18:15:09 +0000 2022,Hevy_game,i know i joke on stream all the time that i don t deserve all of the love and support everyone given me on this wonderful journey thus far but just know i truly appreciate everything that everyone done for me to help me get to where i am now i love you all so much
160,1549820218045874188,Wed Jul 20 18:15:08 +0000 2022,RubyGuha,_ckty that is the real joke on common people
161,1549820212060512260,Wed Jul 20 18:15:07 +0000 2022,daddy_mochi,_birthday _da_beast very mean response to a joke
162,1549820206712852480,Wed Jul 20 18:15:06 +0000 2022,rarap212003,percent the minute you make that are they get cruel and shrug that you just can not take a joke and then you snap back and get more so they sulk saying it was not that funny
163,1549820204892520461,Wed Jul 20 18:15:05 +0000 2022,AshtonKaka,he meant duck but he said dick as a joke
164,1549820201726005248,Wed Jul 20 18:15:05 +0000 2022,MarcellusAlmei2,__moreno is that a joke
165,1549820188396331008,Wed Jul 20 18:15:01 +0000 2022,tongueology,tired of the let me join the band joke like you literally just met them
166,1549820185141334016,Wed Jul 20 18:15:01 +0000 2022,AlpharadG,i need alpha to play smash ultimate with a funny joke for it would be something
167,1549820183644180481,Wed Jul 20 18:15:00 +0000 2022,EmLynx,i was making a joke cause none of these have affinity
168,1549820179151958021,Wed Jul 20 18:14:59 +0000 2022,realJRfromCA,what a joke
169,1549820174727090177,Wed Jul 20 18:14:58 +0000 2022,glxsgxw,the amount of mental effort i have to put into not making a joke someone imagine is insane
170,1549820172826984450,Wed Jul 20 18:14:58 +0000 2022,NBKNATION824,_ saying a joke is being weird dam i support ur stuff too sub on like but i just was saying a joke i know you and are best
171,1549820172365692933,Wed Jul 20 18:14:58 +0000 2022,daboreham,_fabricant blair was proper not a joke like
172,1549820171040202752,Wed Jul 20 18:14:57 +0000 2022,8bit_bb,no these are real people around the world that just happen to look like her so the joke is that she s out doing all these it s cute
173,1549820166900396033,Wed Jul 20 18:14:56 +0000 2022,lilthraze,matter of fact i can be better but love is not a joke when you grow but cant see the growth in that particular relationship and the thing is we make mistake where we can be the man of their but we cant
174,1549820161615544326,Wed Jul 20 18:14:55 +0000 2022,Bill15207633,well its a joke like she is
175,1549820161271676928,Wed Jul 20 18:14:55 +0000 2022,TouchMyTeapot,she is literally a conversion therapy advocate this country is an absolute joke
176,1549820158218223616,Wed Jul 20 18:14:54 +0000 2022,jeannieeex,i wish i had read more that the importance of pet insurance this emergency vet bill is no joke
177,1549820157954068481,Wed Jul 20 18:14:54 +0000 2022,JaimeTheIsland,this world is an absolute joke we all need to stand up and fight the government enough is enough
178,1549820156473491456,Wed Jul 20 18:14:54 +0000 2022,fkajenn,_vvoods honestly i would probably go by or artist like doom i was just being funny here there s a black rapper who herself doll which me so i was cracking a joke
179,1549820150974742529,Wed Jul 20 18:14:52 +0000 2022,D33end,it was just a joke i promise i did not think you would take it that seriously i am sorry
180,1549820135237570561,Wed Jul 20 18:14:49 +0000 2022,JLudllow,being in college in the late  is i can authoritatively state that this is a joke of an imitation of the real thing aoc is no she is transparently hollow between the
181,1549820133748744192,Wed Jul 20 18:14:48 +0000 2022,sineadohallora7,a joke dee
